id,Geographic Area Name,Estimate!!Total,Margin of Error!!Total,Estimate!!Total!!White alone,Margin of Error!!Total!!White alone,Estimate!!Total!!Black or African American alone,Margin of Error!!Total!!Black or African American alone,Estimate!!Total!!American Indian and Alaska Native alone,Margin of Error!!Total!!American Indian and Alaska Native alone,Estimate!!Total!!Asian alone,Margin of Error!!Total!!Asian alone,Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Some other race alone,Margin of Error!!Total!!Some other race alone,Estimate!!Total!!Two or more races,Margin of Error!!Total!!Two or more races,Estimate!!Total!!Two or more races!!Two races including Some other race,Margin of Error!!Total!!Two or more races!!Two races including Some other race,"Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races"
1500000US250251705012,"Block Group 2, Census Tract 1705.01, Suffolk County, Massachusetts",1403,251,960,187,38,58,0,12,54,49,0,12,185,160,166,137,34,54,132,126
1500000US250259812021,"Block Group 1, Census Tract 9812.02, Suffolk County, Massachusetts",215,39,172,59,27,35,0,12,9,22,0,12,0,12,7,17,0,12,7,17
1500000US250251104011,"Block Group 1, Census Tract 1104.01, Suffolk County, Massachusetts",1653,326,649,200,561,294,0,12,83,91,0,12,308,182,52,50,40,47,12,17
1500000US250250105001,"Block Group 1, Census Tract 105, Suffolk County, Massachusetts",1047,300,631,217,56,37,0,12,188,100,0,12,95,82,77,60,0,12,77,60
1500000US250251402021,"Block Group 1, Census Tract 1402.02, Suffolk County, Massachusetts",1187,356,510,250,420,255,0,12,121,170,0,12,0,12,136,157,108,138,28,49
1500000US250250404011,"Block Group 1, Census Tract 404.01, Suffolk County, Massachusetts",2116,234,1744,298,27,48,0,12,168,136,0,12,151,188,26,36,0,12,26,36
1500000US250250002011,"Block Group 1, Census Tract 2.01, Suffolk County, Massachusetts",1221,212,873,203,16,25,0,12,158,113,0,12,157,123,17,26,0,12,17,26
1500000US250250806013,"Block Group 3, Census Tract 806.01, Suffolk County, Massachusetts",436,103,93,59,273,101,13,21,0,12,0,12,40,37,17,16,0,12,17,16
1500000US250250608003,"Block Group 3, Census Tract 608, Suffolk County, Massachusetts",823,262,689,215,0,12,61,104,73,63,0,12,0,12,0,12,0,12,0,12
1500000US250259813001,"Block Group 1, Census Tract 9813, Suffolk County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250251605021,"Block Group 1, Census Tract 1605.02, Suffolk County, Massachusetts",2207,554,1219,331,48,47,0,12,63,90,0,12,89,90,788,423,32,54,756,429
1500000US250251703005,"Block Group 5, Census Tract 1703, Suffolk County, Massachusetts",1754,616,1612,591,0,12,0,12,78,142,0,12,64,101,0,12,0,12,0,12
1500000US250250007032,"Block Group 2, Census Tract 7.03, Suffolk County, Massachusetts",1156,180,776,150,30,36,0,12,299,148,0,12,29,36,22,18,0,12,22,18
1500000US250251402025,"Block Group 5, Census Tract 1402.02, Suffolk County, Massachusetts",735,185,657,172,46,72,0,12,22,25,0,12,0,12,10,16,10,16,0,12
1500000US250251706014,"Block Group 4, Census Tract 1706.01, Suffolk County, Massachusetts",1362,572,1029,558,59,93,23,37,0,12,0,12,82,88,169,242,0,12,169,242
1500000US250251804001,"Block Group 1, Census Tract 1804, Suffolk County, Massachusetts",1097,162,970,181,50,65,0,12,13,18,0,12,10,15,54,42,8,12,46,41
1500000US250250809003,"Block Group 3, Census Tract 809, Suffolk County, Massachusetts",917,237,781,229,10,17,0,12,107,73,0,12,12,18,7,11,0,12,7,11
1500000US250250103001,"Block Group 1, Census Tract 103, Suffolk County, Massachusetts",1513,173,1191,181,76,52,0,12,146,73,0,12,79,35,21,22,10,12,11,17
1500000US250251602003,"Block Group 3, Census Tract 1602, Suffolk County, Massachusetts",1751,457,1065,349,18,27,0,12,0,12,0,12,25,45,643,434,0,12,643,434
1500000US250250003014,"Block Group 4, Census Tract 3.01, Suffolk County, Massachusetts",759,265,482,169,0,12,0,12,96,97,0,12,164,127,17,20,0,12,17,20
1500000US250250104042,"Block Group 2, Census Tract 104.04, Suffolk County, Massachusetts",1730,263,1106,255,54,38,5,10,476,202,0,12,45,49,44,32,4,7,40,32
1500000US250251104032,"Block Group 2, Census Tract 1104.03, Suffolk County, Massachusetts",912,311,485,162,375,257,0,12,27,33,0,12,25,38,0,12,0,12,0,12
1500000US250251404004,"Block Group 4, Census Tract 1404, Suffolk County, Massachusetts",542,201,0,12,409,181,0,12,0,12,0,12,133,162,0,12,0,12,0,12
1500000US250251105012,"Block Group 2, Census Tract 1105.01, Suffolk County, Massachusetts",1419,289,1010,234,208,196,0,12,24,38,0,12,105,101,72,59,0,12,72,59
1500000US250259812011,"Block Group 1, Census Tract 9812.01, Suffolk County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250101033,"Block Group 3, Census Tract 101.03, Suffolk County, Massachusetts",1519,156,1014,128,49,26,0,12,296,84,0,12,49,30,111,61,9,17,102,57
1500000US250250107021,"Block Group 1, Census Tract 107.02, Suffolk County, Massachusetts",761,133,699,129,14,12,4,6,38,34,0,12,0,12,6,9,0,12,6,9
1500000US250250601013,"Block Group 3, Census Tract 601.01, Suffolk County, Massachusetts",1050,281,1015,274,7,11,0,12,5,9,0,12,0,12,23,37,0,12,23,37
1500000US250251101032,"Block Group 2, Census Tract 1101.03, Suffolk County, Massachusetts",744,509,453,320,271,390,0,12,0,12,0,12,20,60,0,12,0,12,0,12
1500000US250251201041,"Block Group 1, Census Tract 1201.04, Suffolk County, Massachusetts",627,145,596,141,0,12,0,12,0,12,0,12,0,12,31,33,0,12,31,33
1500000US250250004022,"Block Group 2, Census Tract 4.02, Suffolk County, Massachusetts",989,188,708,167,12,20,0,12,202,94,0,12,22,28,45,43,19,25,26,25
1500000US250250005024,"Block Group 4, Census Tract 5.02, Suffolk County, Massachusetts",2696,305,2127,275,69,49,0,12,328,129,0,12,34,28,138,74,33,29,105,64
1500000US250251401062,"Block Group 2, Census Tract 1401.06, Suffolk County, Massachusetts",830,196,268,163,481,195,0,12,0,12,0,12,38,39,43,47,18,25,25,39
1500000US250250101041,"Block Group 1, Census Tract 101.04, Suffolk County, Massachusetts",1150,188,909,191,35,37,0,12,140,69,0,12,21,17,45,30,0,12,45,30
1500000US250250006023,"Block Group 3, Census Tract 6.02, Suffolk County, Massachusetts",1477,334,471,188,218,155,22,35,308,177,0,12,440,311,18,29,0,12,18,29
1500000US250250909011,"Block Group 1, Census Tract 909.01, Suffolk County, Massachusetts",1864,317,443,214,249,151,19,30,395,124,0,12,725,260,33,49,0,12,33,49
1500000US250251803014,"Block Group 4, Census Tract 1803.01, Suffolk County, Massachusetts",724,204,706,194,10,26,0,12,0,12,0,12,0,12,8,20,0,12,8,20
1500000US250250104031,"Block Group 1, Census Tract 104.03, Suffolk County, Massachusetts",1032,173,530,138,219,139,14,26,171,91,0,12,98,106,0,12,0,12,0,12
1500000US250251106011,"Block Group 1, Census Tract 1106.01, Suffolk County, Massachusetts",1861,220,1571,232,66,49,0,12,100,64,0,12,18,21,106,69,18,31,88,60
1500000US250251602001,"Block Group 1, Census Tract 1602, Suffolk County, Massachusetts",1438,396,472,243,11,17,0,12,4,7,0,12,129,124,822,395,85,93,737,391
1500000US250250611012,"Block Group 2, Census Tract 611.01, Suffolk County, Massachusetts",1634,223,508,181,493,190,0,12,257,107,0,12,262,127,114,74,63,69,51,46
1500000US250251009003,"Block Group 3, Census Tract 1009, Suffolk County, Massachusetts",1377,333,371,138,731,271,0,12,29,35,0,12,175,123,71,55,0,12,71,55
1500000US250250510001,"Block Group 1, Census Tract 510, Suffolk County, Massachusetts",2428,513,1763,395,116,160,0,12,22,36,0,12,320,220,207,191,0,12,207,191
1500000US250251204004,"Block Group 4, Census Tract 1204, Suffolk County, Massachusetts",2253,586,1843,555,217,223,0,12,82,59,0,12,12,30,99,91,0,12,99,91
1500000US250251008001,"Block Group 1, Census Tract 1008, Suffolk County, Massachusetts",698,376,240,204,251,356,0,12,207,216,0,12,0,12,0,12,0,12,0,12
1500000US250250914001,"Block Group 1, Census Tract 914, Suffolk County, Massachusetts",2017,251,290,131,938,176,41,62,26,30,0,12,575,185,147,95,75,64,72,67
1500000US250250401001,"Block Group 1, Census Tract 401, Suffolk County, Massachusetts",1039,271,1014,272,0,12,0,12,21,32,0,12,0,12,4,6,0,12,4,6
1500000US250250601011,"Block Group 1, Census Tract 601.01, Suffolk County, Massachusetts",1095,224,1095,224,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250008025,"Block Group 5, Census Tract 8.02, Suffolk County, Massachusetts",1787,347,983,293,67,53,0,12,519,178,0,12,174,169,44,44,19,19,25,40
1500000US250250703003,"Block Group 3, Census Tract 703, Suffolk County, Massachusetts",1099,346,821,324,0,12,0,12,23,34,0,12,96,85,159,205,18,29,141,203
1500000US250250604005,"Block Group 5, Census Tract 604, Suffolk County, Massachusetts",922,323,810,281,24,27,0,12,75,90,0,12,13,17,0,12,0,12,0,12
1500000US250251708002,"Block Group 2, Census Tract 1708, Suffolk County, Massachusetts",1206,398,1042,378,0,12,0,12,70,76,0,12,42,40,52,80,0,12,52,80
1500000US250251602002,"Block Group 2, Census Tract 1602, Suffolk County, Massachusetts",931,351,343,179,78,76,0,12,38,58,0,12,155,114,317,252,0,12,317,252
1500000US250250501013,"Block Group 3, Census Tract 501.01, Suffolk County, Massachusetts",2027,409,1439,303,24,26,0,12,35,54,0,12,142,162,387,235,55,61,332,226
1500000US250251006013,"Block Group 3, Census Tract 1006.01, Suffolk County, Massachusetts",1421,531,213,143,1056,536,0,12,18,30,0,12,108,156,26,42,0,12,26,42
1500000US250251302002,"Block Group 2, Census Tract 1302, Suffolk County, Massachusetts",1228,252,1074,251,27,20,0,12,27,30,0,12,0,12,100,84,0,12,100,84
1500000US250251701007,"Block Group 7, Census Tract 1701, Suffolk County, Massachusetts",1243,484,926,385,49,79,0,12,19,48,0,12,198,293,51,81,51,81,0,12
1500000US250250304001,"Block Group 1, Census Tract 304, Suffolk County, Massachusetts",1619,259,1527,249,4,9,0,12,41,50,0,12,47,51,0,12,0,12,0,12
1500000US250251708004,"Block Group 4, Census Tract 1708, Suffolk County, Massachusetts",778,277,661,204,102,164,0,12,15,30,0,12,0,12,0,12,0,12,0,12
1500000US250250006013,"Block Group 3, Census Tract 6.01, Suffolk County, Massachusetts",711,185,586,169,35,44,12,24,50,51,0,12,0,12,28,32,18,26,10,17
1500000US250250007044,"Block Group 4, Census Tract 7.04, Suffolk County, Massachusetts",1104,287,226,177,183,90,0,12,356,224,0,12,249,215,90,60,37,54,53,40
1500000US250250201012,"Block Group 2, Census Tract 201.01, Suffolk County, Massachusetts",1012,263,948,263,0,12,0,12,58,68,0,12,0,12,6,15,0,12,6,15
1500000US250251708001,"Block Group 1, Census Tract 1708, Suffolk County, Massachusetts",2944,717,2511,715,0,12,84,136,67,104,0,12,229,245,53,70,17,29,36,66
1500000US250251705021,"Block Group 1, Census Tract 1705.02, Suffolk County, Massachusetts",911,240,869,224,0,12,0,12,0,12,0,12,0,12,42,62,0,12,42,62
1500000US250250811003,"Block Group 3, Census Tract 811, Suffolk County, Massachusetts",1071,244,749,212,137,76,0,12,130,62,0,12,40,41,15,22,14,22,1,3
1500000US250250102041,"Block Group 1, Census Tract 102.04, Suffolk County, Massachusetts",1332,194,943,212,21,22,17,26,274,83,6,13,18,25,53,33,10,16,43,29
1500000US250250403005,"Block Group 5, Census Tract 403, Suffolk County, Massachusetts",868,203,856,200,0,12,0,12,6,10,0,12,0,12,6,10,0,12,6,10
1500000US250250608001,"Block Group 1, Census Tract 608, Suffolk County, Massachusetts",596,191,567,198,0,12,0,12,0,12,0,12,0,12,29,43,0,12,29,43
1500000US250250001001,"Block Group 1, Census Tract 1, Suffolk County, Massachusetts",2096,511,840,238,103,110,0,12,777,393,0,12,347,364,29,30,0,12,29,30
1500000US250250108013,"Block Group 3, Census Tract 108.01, Suffolk County, Massachusetts",987,178,932,180,0,12,0,12,35,24,0,12,0,12,20,31,0,12,20,31
1500000US250250610002,"Block Group 2, Census Tract 610, Suffolk County, Massachusetts",1266,430,349,166,608,353,0,12,76,84,0,12,221,131,12,17,6,9,6,14
1500000US250250916002,"Block Group 2, Census Tract 916, Suffolk County, Massachusetts",1058,313,134,135,164,154,0,12,734,303,0,12,26,40,0,12,0,12,0,12
1500000US250251704004,"Block Group 4, Census Tract 1704, Suffolk County, Massachusetts",2614,489,1777,439,528,422,0,12,145,137,0,12,164,105,0,12,0,12,0,12
1500000US250250007012,"Block Group 2, Census Tract 7.01, Suffolk County, Massachusetts",582,214,310,148,118,111,32,49,118,97,0,12,4,7,0,12,0,12,0,12
1500000US250250502001,"Block Group 1, Census Tract 502, Suffolk County, Massachusetts",1945,458,1002,335,21,32,68,110,144,148,0,12,116,117,594,338,126,127,468,324
1500000US250250709001,"Block Group 1, Census Tract 709, Suffolk County, Massachusetts",1826,304,1243,239,362,204,0,12,123,86,0,12,52,55,46,46,0,12,46,46
1500000US250259801011,"Block Group 1, Census Tract 9801.01, Suffolk County, Massachusetts",405,506,141,171,101,127,0,12,1,3,0,12,104,227,58,88,0,12,58,88
1500000US250250001004,"Block Group 4, Census Tract 1, Suffolk County, Massachusetts",1302,330,824,274,152,119,0,12,144,129,0,12,134,127,48,52,0,12,48,52
1500000US250250820003,"Block Group 3, Census Tract 820, Suffolk County, Massachusetts",1332,462,133,125,646,297,0,12,0,12,0,12,494,437,59,93,0,12,59,93
1500000US250251001002,"Block Group 2, Census Tract 1001, Suffolk County, Massachusetts",1316,461,87,103,1229,462,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250251104012,"Block Group 2, Census Tract 1104.01, Suffolk County, Massachusetts",1897,329,1099,236,605,269,53,80,33,33,0,12,68,49,39,42,0,12,39,42
1500000US250251001001,"Block Group 1, Census Tract 1001, Suffolk County, Massachusetts",450,211,88,54,216,158,17,29,46,68,0,12,0,12,83,97,0,12,83,97
1500000US250251403003,"Block Group 3, Census Tract 1403, Suffolk County, Massachusetts",1961,569,508,263,1358,561,0,12,0,12,0,12,39,48,56,78,42,73,14,24
1500000US250250203012,"Block Group 2, Census Tract 203.01, Suffolk County, Massachusetts",1791,185,1443,220,28,27,0,12,277,128,0,12,9,14,34,23,6,11,28,21
1500000US250251006032,"Block Group 2, Census Tract 1006.03, Suffolk County, Massachusetts",437,125,345,92,81,102,0,12,9,14,0,12,1,3,1,3,1,3,0,12
1500000US250250711013,"Block Group 3, Census Tract 711.01, Suffolk County, Massachusetts",1004,343,373,287,346,155,0,12,103,59,0,12,163,160,19,25,0,12,19,25
1500000US250251605014,"Block Group 4, Census Tract 1605.01, Suffolk County, Massachusetts",1020,353,598,228,86,74,0,12,54,51,0,12,25,30,257,182,0,12,257,182
1500000US250251002001,"Block Group 1, Census Tract 1002, Suffolk County, Massachusetts",1298,287,310,171,952,218,0,12,29,41,0,12,7,18,0,12,0,12,0,12
1500000US250250901002,"Block Group 2, Census Tract 901, Suffolk County, Massachusetts",788,264,60,59,541,236,0,12,0,12,0,12,169,158,18,28,18,28,0,12
1500000US250250302001,"Block Group 1, Census Tract 302, Suffolk County, Massachusetts",1814,211,1717,211,23,24,0,12,28,24,0,12,13,21,33,32,0,12,33,32
1500000US250251801011,"Block Group 1, Census Tract 1801.01, Suffolk County, Massachusetts",1043,387,1003,387,40,63,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250251805003,"Block Group 3, Census Tract 1805, Suffolk County, Massachusetts",1038,260,990,259,10,22,9,15,0,12,0,12,20,30,9,14,9,14,0,12
1500000US250251605015,"Block Group 5, Census Tract 1605.01, Suffolk County, Massachusetts",615,298,438,230,60,60,0,12,0,12,0,12,9,13,108,165,0,12,108,165
1500000US250251301007,"Block Group 7, Census Tract 1301, Suffolk County, Massachusetts",888,329,854,325,0,12,0,12,0,12,0,12,0,12,34,55,0,12,34,55
1500000US250250005023,"Block Group 3, Census Tract 5.02, Suffolk County, Massachusetts",1300,154,1095,147,27,43,0,12,123,70,0,12,40,44,15,16,0,12,15,16
1500000US250250902002,"Block Group 2, Census Tract 902, Suffolk County, Massachusetts",815,246,63,50,417,181,0,12,0,12,0,12,226,160,109,152,82,146,27,25
1500000US250251304022,"Block Group 2, Census Tract 1304.02, Suffolk County, Massachusetts",852,243,646,252,49,59,0,12,140,121,0,12,0,12,17,29,0,12,17,29
1500000US250251304043,"Block Group 3, Census Tract 1304.04, Suffolk County, Massachusetts",325,127,223,97,24,39,0,12,56,61,0,12,22,33,0,12,0,12,0,12
1500000US250250002021,"Block Group 1, Census Tract 2.02, Suffolk County, Massachusetts",1431,275,1274,277,71,70,0,12,60,77,0,12,12,19,14,19,4,9,10,17
1500000US250250104043,"Block Group 3, Census Tract 104.04, Suffolk County, Massachusetts",1566,258,1008,186,80,61,0,12,364,100,0,12,52,50,62,55,0,12,62,55
1500000US250251103012,"Block Group 2, Census Tract 1103.01, Suffolk County, Massachusetts",1366,183,913,141,331,153,23,25,36,30,0,12,39,73,24,27,8,12,16,17
1500000US250250104041,"Block Group 1, Census Tract 104.04, Suffolk County, Massachusetts",1927,330,1112,239,137,161,8,15,487,113,18,29,84,67,81,56,17,28,64,48
1500000US250250923004,"Block Group 4, Census Tract 923, Suffolk County, Massachusetts",571,194,0,12,430,185,0,12,0,12,0,12,121,110,20,33,0,12,20,33
1500000US250250005042,"Block Group 2, Census Tract 5.04, Suffolk County, Massachusetts",1318,321,1152,316,0,12,0,12,166,98,0,12,0,12,0,12,0,12,0,12
1500000US250250203031,"Block Group 1, Census Tract 203.03, Suffolk County, Massachusetts",1077,206,783,196,0,12,0,12,258,146,0,12,18,20,18,30,0,12,18,30
1500000US250251302001,"Block Group 1, Census Tract 1302, Suffolk County, Massachusetts",764,180,640,173,44,51,0,12,44,67,0,12,13,19,23,36,0,12,23,36
1500000US250251701006,"Block Group 6, Census Tract 1701, Suffolk County, Massachusetts",804,331,660,317,47,74,0,12,80,111,0,12,0,12,17,28,0,12,17,28
1500000US250250001003,"Block Group 3, Census Tract 1, Suffolk County, Massachusetts",654,223,570,211,22,25,0,12,39,47,0,12,15,23,8,12,8,12,0,12
1500000US250250408013,"Block Group 3, Census Tract 408.01, Suffolk County, Massachusetts",2314,293,2167,301,24,26,0,12,95,87,0,12,13,21,15,23,0,12,15,23
1500000US250250612001,"Block Group 1, Census Tract 612, Suffolk County, Massachusetts",2782,339,2497,340,75,69,0,12,141,94,0,12,0,12,69,67,10,16,59,66
1500000US250251103011,"Block Group 1, Census Tract 1103.01, Suffolk County, Massachusetts",1354,245,510,122,524,129,18,24,3,8,0,12,252,202,47,39,17,26,30,30
1500000US250251401072,"Block Group 2, Census Tract 1401.07, Suffolk County, Massachusetts",935,201,453,170,335,158,4,7,0,12,0,12,127,112,16,15,11,13,5,7
1500000US250250603011,"Block Group 1, Census Tract 603.01, Suffolk County, Massachusetts",1290,252,1182,252,9,15,0,12,8,13,0,12,71,70,20,23,0,12,20,23
1500000US250250305002,"Block Group 2, Census Tract 305, Suffolk County, Massachusetts",1026,147,924,154,2,4,0,12,33,26,0,12,21,33,46,44,0,12,46,44
1500000US250251606024,"Block Group 4, Census Tract 1606.02, Suffolk County, Massachusetts",1222,379,488,222,51,46,0,12,149,229,0,12,166,170,368,358,9,17,359,359
1500000US250251004002,"Block Group 2, Census Tract 1004, Suffolk County, Massachusetts",1290,455,400,256,882,436,0,12,0,12,0,12,0,12,8,13,8,13,0,12
1500000US250250203021,"Block Group 1, Census Tract 203.02, Suffolk County, Massachusetts",980,129,863,127,0,12,0,12,84,62,0,12,0,12,33,34,0,12,33,34
1500000US250250005021,"Block Group 1, Census Tract 5.02, Suffolk County, Massachusetts",1058,164,911,141,0,12,12,19,73,58,0,12,57,92,5,11,0,12,5,11
1500000US250250809001,"Block Group 1, Census Tract 809, Suffolk County, Massachusetts",1265,280,616,153,33,32,0,12,575,272,0,12,41,62,0,12,0,12,0,12
1500000US250251707011,"Block Group 1, Census Tract 1707.01, Suffolk County, Massachusetts",729,162,586,146,48,53,0,12,6,10,0,12,68,49,21,33,0,12,21,33
1500000US250251801012,"Block Group 2, Census Tract 1801.01, Suffolk County, Massachusetts",1443,393,1354,409,0,12,0,12,34,53,0,12,0,12,55,85,0,12,55,85
1500000US250250911003,"Block Group 3, Census Tract 911, Suffolk County, Massachusetts",559,168,327,112,50,45,0,12,165,141,0,12,0,12,17,19,0,12,17,19
1500000US250250301001,"Block Group 1, Census Tract 301, Suffolk County, Massachusetts",1364,193,1275,192,0,12,0,12,49,38,0,12,40,62,0,12,0,12,0,12
1500000US250250705002,"Block Group 2, Census Tract 705, Suffolk County, Massachusetts",576,207,47,47,55,89,36,57,327,173,0,12,41,65,70,110,0,12,70,110
1500000US250251010013,"Block Group 3, Census Tract 1010.01, Suffolk County, Massachusetts",777,319,0,12,740,334,0,12,0,12,0,12,19,31,18,31,0,12,18,31
1500000US250251206003,"Block Group 3, Census Tract 1206, Suffolk County, Massachusetts",817,213,677,201,47,75,0,12,29,26,0,12,24,38,40,35,8,12,32,34
1500000US250251009005,"Block Group 5, Census Tract 1009, Suffolk County, Massachusetts",1169,328,407,161,525,242,0,12,104,122,0,12,133,211,0,12,0,12,0,12
1500000US250250305003,"Block Group 3, Census Tract 305, Suffolk County, Massachusetts",839,159,710,137,0,12,0,12,82,81,0,12,16,24,31,35,21,31,10,16
1500000US250250303004,"Block Group 4, Census Tract 303, Suffolk County, Massachusetts",568,192,411,144,0,12,0,12,157,158,0,12,0,12,0,12,0,12,0,12
1500000US250250921011,"Block Group 1, Census Tract 921.01, Suffolk County, Massachusetts",892,526,416,241,343,404,0,12,133,177,0,12,0,12,0,12,0,12,0,12
1500000US250250901003,"Block Group 3, Census Tract 901, Suffolk County, Massachusetts",735,270,72,71,469,226,0,12,0,12,0,12,172,142,22,26,15,23,7,11
1500000US250250201013,"Block Group 3, Census Tract 201.01, Suffolk County, Massachusetts",1412,292,1357,297,0,12,0,12,55,48,0,12,0,12,0,12,0,12,0,12
1500000US250251403002,"Block Group 2, Census Tract 1403, Suffolk County, Massachusetts",1357,494,461,237,279,200,0,12,0,12,0,12,548,446,69,99,69,99,0,12
1500000US250250815002,"Block Group 2, Census Tract 815, Suffolk County, Massachusetts",1511,316,162,74,844,250,0,12,24,34,7,13,436,219,38,40,9,14,29,37
1500000US250251003002,"Block Group 2, Census Tract 1003, Suffolk County, Massachusetts",1026,334,39,50,928,343,0,12,38,56,0,12,21,23,0,12,0,12,0,12
1500000US250250806011,"Block Group 1, Census Tract 806.01, Suffolk County, Massachusetts",2954,688,1646,524,370,146,36,51,727,178,0,12,129,84,46,39,0,12,46,39
1500000US250259810001,"Block Group 1, Census Tract 9810, Suffolk County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250907001,"Block Group 1, Census Tract 907, Suffolk County, Massachusetts",1014,246,728,194,134,137,0,12,110,67,0,12,7,12,35,45,25,37,10,21
1500000US250251006031,"Block Group 1, Census Tract 1006.03, Suffolk County, Massachusetts",1536,247,1238,239,169,162,0,12,105,67,0,12,0,12,24,28,0,12,24,28
1500000US250250001002,"Block Group 2, Census Tract 1, Suffolk County, Massachusetts",1272,493,1015,452,23,29,0,12,198,171,0,12,36,32,0,12,0,12,0,12
1500000US250250924004,"Block Group 4, Census Tract 924, Suffolk County, Massachusetts",1463,490,137,94,927,466,99,115,0,12,0,12,246,306,54,69,23,44,31,51
1500000US250250917002,"Block Group 2, Census Tract 917, Suffolk County, Massachusetts",1164,256,70,81,711,224,11,17,69,106,0,12,261,169,42,61,42,61,0,12
1500000US250250911005,"Block Group 5, Census Tract 911, Suffolk County, Massachusetts",653,217,404,197,58,82,0,12,165,140,0,12,2,4,24,38,0,12,24,38
1500000US250251401071,"Block Group 1, Census Tract 1401.07, Suffolk County, Massachusetts",1819,306,934,189,531,251,88,95,0,12,0,12,179,97,87,55,43,34,44,40
1500000US250251606023,"Block Group 3, Census Tract 1606.02, Suffolk County, Massachusetts",759,245,583,209,106,90,0,12,37,59,0,12,19,31,14,23,0,12,14,23
1500000US250259811003,"Block Group 3, Census Tract 9811, Suffolk County, Massachusetts",5,7,5,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250818003,"Block Group 3, Census Tract 818, Suffolk County, Massachusetts",982,428,6,14,638,329,0,12,0,12,0,12,209,216,129,213,0,12,129,213
1500000US250251207002,"Block Group 2, Census Tract 1207, Suffolk County, Massachusetts",1350,135,998,132,76,40,18,27,199,97,0,12,47,38,12,20,0,12,12,20
1500000US250251010011,"Block Group 1, Census Tract 1010.01, Suffolk County, Massachusetts",492,335,17,26,389,240,0,12,0,12,0,12,0,12,86,114,0,12,86,114
1500000US250259817001,"Block Group 1, Census Tract 9817, Suffolk County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250251106012,"Block Group 2, Census Tract 1106.01, Suffolk County, Massachusetts",1109,205,938,208,32,31,0,12,103,112,0,12,15,23,21,34,0,12,21,34
1500000US250250002013,"Block Group 3, Census Tract 2.01, Suffolk County, Massachusetts",1298,251,1152,248,53,46,0,12,58,50,0,12,11,27,24,37,24,37,0,12
1500000US250250104081,"Block Group 1, Census Tract 104.08, Suffolk County, Massachusetts",1392,127,922,101,112,68,0,12,291,73,0,12,36,28,31,20,6,9,25,17
1500000US250250004012,"Block Group 2, Census Tract 4.01, Suffolk County, Massachusetts",1042,308,898,311,0,12,0,12,108,83,0,12,0,12,36,43,0,12,36,43
1500000US250251706011,"Block Group 1, Census Tract 1706.01, Suffolk County, Massachusetts",1597,399,1381,378,73,82,0,12,23,31,0,12,82,92,38,61,0,12,38,61
1500000US250251707025,"Block Group 5, Census Tract 1707.02, Suffolk County, Massachusetts",1453,440,1113,428,99,157,0,12,0,12,0,12,128,159,113,105,22,36,91,99
1500000US250251706013,"Block Group 3, Census Tract 1706.01, Suffolk County, Massachusetts",1256,340,1025,318,79,92,0,12,10,16,0,12,107,102,35,36,7,11,28,34
1500000US250250922004,"Block Group 4, Census Tract 922, Suffolk County, Massachusetts",462,141,126,63,234,141,0,12,7,11,0,12,76,92,19,28,0,12,19,28
1500000US250251301003,"Block Group 3, Census Tract 1301, Suffolk County, Massachusetts",841,262,715,295,126,204,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250259815021,"Block Group 1, Census Tract 9815.02, Suffolk County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250251204005,"Block Group 5, Census Tract 1204, Suffolk County, Massachusetts",1532,332,1234,302,143,115,0,12,123,108,0,12,32,58,0,12,0,12,0,12
1500000US250250811002,"Block Group 2, Census Tract 811, Suffolk County, Massachusetts",1839,297,813,204,431,193,0,12,343,102,0,12,211,119,41,45,0,12,41,45
1500000US250250902003,"Block Group 3, Census Tract 902, Suffolk County, Massachusetts",1110,306,139,100,685,285,0,12,6,10,0,12,199,176,81,86,11,16,70,83
1500000US250250612002,"Block Group 2, Census Tract 612, Suffolk County, Massachusetts",525,196,454,188,14,26,0,12,11,18,0,12,0,12,46,60,0,12,46,60
1500000US250250924003,"Block Group 3, Census Tract 924, Suffolk County, Massachusetts",2174,569,104,126,1950,594,0,12,0,12,0,12,120,150,0,12,0,12,0,12
1500000US250251006012,"Block Group 2, Census Tract 1006.01, Suffolk County, Massachusetts",1143,558,319,204,399,406,0,12,258,260,0,12,0,12,167,258,0,12,167,258
