STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,percentage_demographic_in_boston_census_group_id,percentage_demographic_in_boston_census_group_%white,percentage_demographic_in_boston_census_group_%black,percentage_demographic_in_boston_census_group_Estimate!!Total,percentage_demographic_in_boston_census_group_Estimate!!Total!!White alone,percentage_demographic_in_boston_census_group_Estimate!!Total!!Black or African American alone,stopped_in_census,stopped_black_in_census,stopped_white_in_census,crime_in_census
"25","025","081100","3",1500000US250250811003,"250250811003","3",BG,"117782","0",1500000US250250811003,0.699346405228758,0.127917833800187,"1071","749","137",1,1,0,47
"25","005","631600","3",1500000US250056316003,"250056316003","3",BG,"723349","20908",,,,,,,0,0,0,0
"25","017","341901","1",1500000US250173419011,"250173419011","1",BG,"473117","1681",,,,,,,0,0,0,0
"25","009","252400","2",1500000US250092524002,"250092524002","2",BG,"186670","0",,,,,,,0,0,0,0
"25","017","339900","1",1500000US250173399001,"250173399001","1",BG,"380034","0",,,,,,,0,0,0,0
"25","023","505200","4",1500000US250235052004,"250235052004","4",BG,"2236271","682086",,,,,,,0,0,0,0
"25","021","417702","1",1500000US250214177021,"250214177021","1",BG,"275600","126018",,,,,,,0,0,0,0
"25","009","203100","3",1500000US250092031003,"250092031003","3",BG,"348989","388217",,,,,,,0,0,0,0
"25","025","120201","3",1500000US250251202013,"250251202013","3",BG,"243003","0",1500000US250251202013,0.60665362035225,0.148727984344423,"511","310","76",0,0,0,113
"25","017","352600","2",1500000US250173526002,"250173526002","2",BG,"130188","0",,,,,,,0,0,0,0
"25","023","530200","2",1500000US250235302002,"250235302002","2",BG,"1166012","50998",,,,,,,0,0,0,0
"25","027","716100","2",1500000US250277161002,"250277161002","2",BG,"326222","0",,,,,,,0,0,0,0
"25","017","368901","2",1500000US250173689012,"250173689012","2",BG,"343654","0",,,,,,,0,0,0,0
"25","015","822300","4",1500000US250158223004,"250158223004","4",BG,"717289","56392",,,,,,,0,0,0,0
"25","017","358600","3",1500000US250173586003,"250173586003","3",BG,"567197","0",,,,,,,0,0,0,0
"25","013","810601","3",1500000US250138106013,"250138106013","3",BG,"718235","0",,,,,,,0,0,0,0
"25","015","821100","5",1500000US250158211005,"250158211005","5",BG,"377982","1820",,,,,,,0,0,0,0
"25","017","354900","3",1500000US250173549003,"250173549003","3",BG,"929231","45372",,,,,,,0,0,0,0
"25","025","082100","2",1500000US250250821002,"250250821002","2",BG,"101804","0",1500000US250250821002,0.0316114109483423,0.637625289128759,"2594","82","1654",7,5,0,234
"25","017","350700","3",1500000US250173507003,"250173507003","3",BG,"113304","0",,,,,,,0,0,0,0
"25","009","204200","3",1500000US250092042003,"250092042003","3",BG,"197930","0",,,,,,,0,0,0,0
"25","005","610202","3",1500000US250056102023,"250056102023","3",BG,"5530258","106220",,,,,,,0,0,0,0
"25","017","338200","1",1500000US250173382001,"250173382001","1",BG,"1329270","57604",,,,,,,0,0,0,0
"25","017","351404","4",1500000US250173514044,"250173514044","4",BG,"94662","0",,,,,,,0,0,0,0
"25","009","210600","3",1500000US250092106003,"250092106003","3",BG,"1055010","70317",,,,,,,0,0,0,0
"25","013","812201","1",1500000US250138122011,"250138122011","1",BG,"917689","60331",,,,,,,0,0,0,0
"25","025","000602","1",1500000US250250006021,"250250006021","1",BG,"164762","0",1500000US250250006021,0.551672862453532,0.0230483271375465,"1345","742","31",0,0,0,169
"25","023","511100","6",1500000US250235111006,"250235111006","6",BG,"372534","0",,,,,,,0,0,0,0
"25","023","507103","3",1500000US250235071033,"250235071033","3",BG,"2715257","991922",,,,,,,0,0,0,0
"25","025","080601","2",1500000US250250806012,"250250806012","2",BG,"224465","0",1500000US250250806012,0.173913043478261,0.669836956521739,"736","128","493",4,2,2,237
"25","017","332300","2",1500000US250173323002,"250173323002","2",BG,"582483","0",,,,,,,0,0,0,0
"25","021","402300","1",1500000US250214023001,"250214023001","1",BG,"361524","0",,,,,,,0,0,0,0
"25","027","710600","3",1500000US250277106003,"250277106003","3",BG,"464403","0",,,,,,,0,0,0,0
"25","017","356400","7",1500000US250173564007,"250173564007","7",BG,"249514","0",,,,,,,0,0,0,0
"25","017","356602","4",1500000US250173566024,"250173566024","4",BG,"275422","0",,,,,,,0,0,0,0
"25","017","315200","1",1500000US250173152001,"250173152001","1",BG,"2720463","3932",,,,,,,0,0,0,0
"25","009","268300","4",1500000US250092683004,"250092683004","4",BG,"566325","0",,,,,,,0,0,0,0
"25","025","091900","2",1500000US250250919002,"250250919002","2",BG,"99935","0",1500000US250250919002,0.00933609958506224,0.923236514522822,"964","9","890",2,2,0,165
"25","017","313102","1",1500000US250173131021,"250173131021","1",BG,"700202","823035",,,,,,,0,0,0,0
"25","009","261000","1",1500000US250092610001,"250092610001","1",BG,"363761","57855",,,,,,,0,0,0,0
"25","009","202200","4",1500000US250092022004,"250092022004","4",BG,"586826","689571",,,,,,,0,0,0,0
"25","005","640200","4",1500000US250056402004,"250056402004","4",BG,"858611","638953",,,,,,,0,0,0,0
"25","001","011600","3",1500000US250010116003,"250010116003","3",BG,"2469636","39448",,,,,,,0,0,0,0
"25","023","530500","3",1500000US250235305003,"250235305003","3",BG,"681097","0",,,,,,,0,0,0,0
"25","025","100800","6",1500000US250251008006,"250251008006","6",BG,"191319","0",1500000US250251008006,0.531803962460897,0.276329509906152,"959","510","265",7,5,2,90
"25","017","353101","1",1500000US250173531011,"250173531011","1",BG,"201209","0",,,,,,,0,0,0,0
"25","027","709702","2",1500000US250277097022,"250277097022","2",BG,"375600","0",,,,,,,0,0,0,0
"25","009","252101","1",1500000US250092521011,"250092521011","1",BG,"650645","0",,,,,,,0,0,0,0
"25","017","317302","3",1500000US250173173023,"250173173023","3",BG,"1075582","296420",,,,,,,0,0,0,0
"25","017","367200","4",1500000US250173672004,"250173672004","4",BG,"3396820","240976",,,,,,,0,0,0,0
"25","027","742300","5",1500000US250277423005,"250277423005","5",BG,"471156","623",,,,,,,0,0,0,0
"25","017","374000","1",1500000US250173740001,"250173740001","1",BG,"606988","0",,,,,,,0,0,0,0
"25","017","368902","2",1500000US250173689022,"250173689022","2",BG,"161540","0",,,,,,,0,0,0,0
"25","025","070101","3",1500000US250250701013,"250250701013","3",BG,"95869","0",1500000US250250701013,0.506912442396313,0.032258064516129,"868","440","28",16,10,5,961
"25","021","422502","4",1500000US250214225024,"250214225024","4",BG,"383919","364362",,,,,,,0,0,0,0
"25","017","336402","3",1500000US250173364023,"250173364023","3",BG,"288812","0",,,,,,,0,0,0,0
"25","009","206500","3",1500000US250092065003,"250092065003","3",BG,"117002","0",,,,,,,0,0,0,0
"25","005","641400","1",1500000US250056414001,"250056414001","1",BG,"82491","0",,,,,,,0,0,0,0
"25","025","071101","1",1500000US250250711011,"250250711011","1",BG,"139344","0",1500000US250250711011,0.573961499493414,0.0476190476190476,"1974","1133","94",5,3,2,255
"25","023","504101","3",1500000US250235041013,"250235041013","3",BG,"5377167","109009",,,,,,,0,0,0,0
"25","025","130406","2",1500000US250251304062,"250251304062","2",BG,"650884","0",1500000US250251304062,0.495108315863033,0.367924528301887,"2862","1417","1053",0,0,0,169
"25","017","368101","1",1500000US250173681011,"250173681011","1",BG,"669864","0",,,,,,,0,0,0,0
"25","017","350400","4",1500000US250173504004,"250173504004","4",BG,"176052","0",,,,,,,0,0,0,0
"25","017","374800","1",1500000US250173748001,"250173748001","1",BG,"518199","0",,,,,,,0,0,0,0
"25","017","370101","3",1500000US250173701013,"250173701013","3",BG,"412342","0",,,,,,,0,0,0,0
"25","025","050200","1",1500000US250250502001,"250250502001","1",BG,"96798","0",1500000US250250502001,0.515167095115681,0.0107969151670951,"1945","1002","21",0,0,0,177
"25","025","061000","3",1500000US250250610003,"250250610003","3",BG,"55151","0",1500000US250250610003,0.628378378378378,0.138513513513514,"592","372","82",0,0,0,66
"25","017","356300","4",1500000US250173563004,"250173563004","4",BG,"95579","0",,,,,,,0,0,0,0
"25","023","510700","2",1500000US250235107002,"250235107002","2",BG,"158411","0",,,,,,,0,0,0,0
"25","017","354300","1",1500000US250173543001,"250173543001","1",BG,"144215","0",,,,,,,0,0,0,0
"25","005","652100","3",1500000US250056521003,"250056521003","3",BG,"152990","0",,,,,,,0,0,0,0
"25","021","422501","1",1500000US250214225011,"250214225011","1",BG,"673094","147683",,,,,,,0,0,0,0
"25","005","631100","2",1500000US250056311002,"250056311002","2",BG,"909709","1206",,,,,,,0,0,0,0
"25","025","130404","3",1500000US250251304043,"250251304043","3",BG,"132354","0",1500000US250251304043,0.686153846153846,0.0738461538461539,"325","223","24",2,0,2,39
"25","017","373200","1",1500000US250173732001,"250173732001","1",BG,"370884","6330",,,,,,,0,0,0,0
"25","021","402101","3",1500000US250214021013,"250214021013","3",BG,"239604","6748",,,,,,,0,0,0,0
"25","021","410400","5",1500000US250214104005,"250214104005","5",BG,"1654393","922",,,,,,,0,0,0,0
"25","027","732600","2",1500000US250277326002,"250277326002","2",BG,"104873","0",,,,,,,0,0,0,0
"25","017","311700","2",1500000US250173117002,"250173117002","2",BG,"142076","0",,,,,,,0,0,0,0
"25","001","012602","4",1500000US250010126024,"250010126024","4",BG,"804447","32520",,,,,,,0,0,0,0
"25","017","336200","1",1500000US250173362001,"250173362001","1",BG,"448873","0",,,,,,,0,0,0,0
"25","027","741102","3",1500000US250277411023,"250277411023","3",BG,"4184975","43526",,,,,,,0,0,0,0
"25","009","204702","3",1500000US250092047023,"250092047023","3",BG,"411780","3454",,,,,,,0,0,0,0
"25","009","206700","2",1500000US250092067002,"250092067002","2",BG,"114883","243283",,,,,,,0,0,0,0
"25","005","990000","0",1500000US250059900000,"250059900000","0",BG,"0","250282280",,,,,,,0,0,0,0
"25","021","443102","5",1500000US250214431025,"250214431025","5",BG,"841873","15772",,,,,,,0,0,0,0
"25","009","204101","4",1500000US250092041014,"250092041014","4",BG,"75990","22261",,,,,,,0,0,0,0
"25","017","310700","2",1500000US250173107002,"250173107002","2",BG,"337863","170751",,,,,,,0,0,0,0
"25","021","403100","1",1500000US250214031001,"250214031001","1",BG,"536890","0",,,,,,,0,0,0,0
"25","025","110403","3",1500000US250251104033,"250251104033","3",BG,"160789","0",1500000US250251104033,0.576998050682261,0.220272904483431,"513","296","113",0,0,0,53
"25","009","250800","1",1500000US250092508001,"250092508001","1",BG,"281263","0",,,,,,,0,0,0,0
"25","023","522101","1",1500000US250235221011,"250235221011","1",BG,"1987519","8083",,,,,,,0,0,0,0
"25","021","418102","2",1500000US250214181022,"250214181022","2",BG,"503270","2371",,,,,,,0,0,0,0
"25","017","342500","1",1500000US250173425001,"250173425001","1",BG,"245068","0",,,,,,,0,0,0,0
"25","013","801200","3",1500000US250138012003,"250138012003","3",BG,"226471","0",,,,,,,0,0,0,0
"25","025","170300","7",1500000US250251703007,"250251703007","7",BG,"128418","0",1500000US250251703007,1,0,"605","605","0",0,0,0,0
"25","013","801700","3",1500000US250138017003,"250138017003","3",BG,"151608","0",,,,,,,0,0,0,0
"25","005","640200","2",1500000US250056402002,"250056402002","2",BG,"144725","0",,,,,,,0,0,0,0
"25","021","401200","4",1500000US250214012004,"250214012004","4",BG,"1477126","3388",,,,,,,0,0,0,0
"25","027","744300","3",1500000US250277443003,"250277443003","3",BG,"186075","0",,,,,,,0,0,0,0
"25","017","342400","5",1500000US250173424005,"250173424005","5",BG,"134896","0",,,,,,,0,0,0,0
"25","017","330200","1",1500000US250173302001,"250173302001","1",BG,"5728995","40673",,,,,,,0,0,0,0
"25","009","205900","1",1500000US250092059001,"250092059001","1",BG,"233610","0",,,,,,,0,0,0,0
"25","017","339200","3",1500000US250173392003,"250173392003","3",BG,"319986","0",,,,,,,0,0,0,0
"25","017","339600","6",1500000US250173396006,"250173396006","6",BG,"93920","0",,,,,,,0,0,0,0
"25","025","070700","1",1500000US250250707001,"250250707001","1",BG,"87661","0",1500000US250250707001,0.589968152866242,0.251592356687898,"1256","741","316",1,1,0,112
"25","027","732400","5",1500000US250277324005,"250277324005","5",BG,"96449","0",,,,,,,0,0,0,0
"25","013","811600","1",1500000US250138116001,"250138116001","1",BG,"69258","0",,,,,,,0,0,0,0
"25","005","641800","2",1500000US250056418002,"250056418002","2",BG,"200177","0",,,,,,,0,0,0,0
"25","017","336200","3",1500000US250173362003,"250173362003","3",BG,"352338","0",,,,,,,0,0,0,0
"25","025","130100","3",1500000US250251301003,"250251301003","3",BG,"773848","0",1500000US250251301003,0.850178359096314,0.149821640903686,"841","715","126",0,0,0,18
"25","021","418002","3",1500000US250214180023,"250214180023","3",BG,"227493","0",,,,,,,0,0,0,0
"25","009","253100","5",1500000US250092531005,"250092531005","5",BG,"313596","34128",,,,,,,0,0,0,0
"25","025","170300","5",1500000US250251703005,"250251703005","5",BG,"353510","0",1500000US250251703005,0.919042189281642,0,"1754","1612","0",0,0,0,0
"25","017","368200","3",1500000US250173682003,"250173682003","3",BG,"185468","0",,,,,,,0,0,0,0
"25","025","160501","5",1500000US250251605015,"250251605015","5",BG,"44363","0",1500000US250251605015,0.712195121951219,0.0975609756097561,"615","438","60",0,0,0,0
"25","025","071101","3",1500000US250250711013,"250250711013","3",BG,"56581","0",1500000US250250711013,0.371513944223108,0.344621513944223,"1004","373","346",1,1,0,268
"25","025","060400","1",1500000US250250604001,"250250604001","1",BG,"82503","0",1500000US250250604001,1,0,"1358","1358","0",0,0,0,31
"25","005","642400","2",1500000US250056424002,"250056424002","2",BG,"261339","0",,,,,,,0,0,0,0
"25","021","417601","2",1500000US250214176012,"250214176012","2",BG,"312021","0",,,,,,,0,0,0,0
"25","005","633100","2",1500000US250056331002,"250056331002","2",BG,"32134420","123678",,,,,,,0,0,0,0
"25","025","050600","2",1500000US250250506002,"250250506002","2",BG,"82932","0",1500000US250250506002,0.549703264094956,0.117210682492582,"1348","741","158",0,0,0,413
"25","005","631300","3",1500000US250056313003,"250056313003","3",BG,"923565","44776",,,,,,,0,0,0,0
"25","017","354500","1",1500000US250173545001,"250173545001","1",BG,"115296","0",,,,,,,0,0,0,0
"25","017","314101","1",1500000US250173141011,"250173141011","1",BG,"1299463","209714",,,,,,,0,0,0,0
"25","013","813304","2",1500000US250138133042,"250138133042","2",BG,"1701346","11337",,,,,,,0,0,0,0
"25","013","801502","2",1500000US250138015022,"250138015022","2",BG,"730171","2742",,,,,,,0,0,0,0
"25","021","422100","3",1500000US250214221003,"250214221003","3",BG,"1874807","0",,,,,,,0,0,0,0
"25","021","421100","1",1500000US250214211001,"250214211001","1",BG,"1452911","278",,,,,,,0,0,0,0
"25","013","811700","2",1500000US250138117002,"250138117002","2",BG,"255929","9125",,,,,,,0,0,0,0
"25","017","333200","1",1500000US250173332001,"250173332001","1",BG,"1047967","0",,,,,,,0,0,0,0
"25","021","417601","1",1500000US250214176011,"250214176011","1",BG,"194945","219518",,,,,,,0,0,0,0
"25","017","352400","2",1500000US250173524002,"250173524002","2",BG,"356242","0",,,,,,,0,0,0,0
"25","017","356702","5",1500000US250173567025,"250173567025","5",BG,"230824","0",,,,,,,0,0,0,0
"25","025","010403","3",1500000US250250104033,"250250104033","3",BG,"26269","0",1500000US250250104033,0.742796157950907,0.032017075773746,"937","696","30",0,0,0,38
"25","025","000401","4",1500000US250250004014,"250250004014","4",BG,"152593","0",1500000US250250004014,0.593280282935455,0.0260831122900088,"2262","1342","59",0,0,0,73
"25","025","100800","2",1500000US250251008002,"250251008002","2",BG,"136910","0",1500000US250251008002,0.619621342512909,0.143717728055077,"1162","720","167",1,1,0,64
"25","021","421200","4",1500000US250214212004,"250214212004","4",BG,"2234197","23695",,,,,,,0,0,0,0
"25","017","333400","3",1500000US250173334003,"250173334003","3",BG,"648489","7532",,,,,,,0,0,0,0
"25","017","353600","2",1500000US250173536002,"250173536002","2",BG,"94805","0",,,,,,,0,0,0,0
"25","017","980000","1",1500000US250179800001,"250179800001","1",BG,"3847833","16212",,,,,,,0,0,0,0
"25","009","268200","3",1500000US250092682003,"250092682003","3",BG,"1677364","45247",,,,,,,0,0,0,0
"25","009","251800","4",1500000US250092518004,"250092518004","4",BG,"1710387","8430",,,,,,,0,0,0,0
"25","017","341600","5",1500000US250173416005,"250173416005","5",BG,"112207","0",,,,,,,0,0,0,0
"25","025","091900","4",1500000US250250919004,"250250919004","4",BG,"69070","0",1500000US250250919004,0.056547619047619,0.888392857142857,"672","38","597",3,2,0,111
"25","025","060101","2",1500000US250250601012,"250250601012","2",BG,"46927","0",1500000US250250601012,1,0,"584","584","0",0,0,0,28
"25","017","336100","6",1500000US250173361006,"250173361006","6",BG,"306288","0",,,,,,,0,0,0,0
"25","009","210100","4",1500000US250092101004,"250092101004","4",BG,"1061393","0",,,,,,,0,0,0,0
"25","009","211100","1",1500000US250092111001,"250092111001","1",BG,"969413","6822",,,,,,,0,0,0,0
"25","027","739300","2",1500000US250277393002,"250277393002","2",BG,"1623434","0",,,,,,,0,0,0,0
"25","017","373800","3",1500000US250173738003,"250173738003","3",BG,"528389","0",,,,,,,0,0,0,0
"25","017","357500","1",1500000US250173575001,"250173575001","1",BG,"173123","0",,,,,,,0,0,0,0
"25","011","041300","4",1500000US250110413004,"250110413004","4",BG,"417549","0",,,,,,,0,0,0,0
"25","017","370201","3",1500000US250173702013,"250173702013","3",BG,"429852","0",,,,,,,0,0,0,0
"25","025","160501","1",1500000US250251605011,"250251605011","1",BG,"136199","0",1500000US250251605011,0.369315935152234,0.0268880980624753,"2529","934","68",0,0,0,0
"25","017","337300","1",1500000US250173373001,"250173373001","1",BG,"355448","0",,,,,,,0,0,0,0
"25","023","521101","3",1500000US250235211013,"250235211013","3",BG,"2326447","13884",,,,,,,0,0,0,0
"25","025","170200","1",1500000US250251702001,"250251702001","1",BG,"292552","0",1500000US250251702001,0.835519677093845,0,"991","828","0",0,0,0,0
"25","025","090400","3",1500000US250250904003,"250250904003","3",BG,"108017","0",1500000US250250904003,0.0571705426356589,0.714147286821705,"1032","59","737",0,0,0,219
"25","021","419600","4",1500000US250214196004,"250214196004","4",BG,"1871132","1902",,,,,,,0,0,0,0
"25","009","254403","2",1500000US250092544032,"250092544032","2",BG,"2019981","52700",,,,,,,0,0,0,0
"25","027","711000","1",1500000US250277110001,"250277110001","1",BG,"663388","0",,,,,,,0,0,0,0
"25","005","650800","1",1500000US250056508001,"250056508001","1",BG,"117873","0",,,,,,,0,0,0,0
"25","025","100700","2",1500000US250251007002,"250251007002","2",BG,"602923","146231",1500000US250251007002,0.898867313915858,0.0469255663430421,"1236","1111","58",0,0,0,140
"25","027","740102","2",1500000US250277401022,"250277401022","2",BG,"9088760","410479",,,,,,,0,0,0,0
"25","005","650700","1",1500000US250056507001,"250056507001","1",BG,"214058","167769",,,,,,,0,0,0,0
"25","021","400300","2",1500000US250214003002,"250214003002","2",BG,"184274","0",,,,,,,0,0,0,0
"25","009","260600","2",1500000US250092606002,"250092606002","2",BG,"503989","0",,,,,,,0,0,0,0
"25","017","350600","2",1500000US250173506002,"250173506002","2",BG,"102799","0",,,,,,,0,0,0,0
"25","009","268400","1",1500000US250092684001,"250092684001","1",BG,"1192843","2978616",,,,,,,0,0,0,0
"25","017","382100","2",1500000US250173821002,"250173821002","2",BG,"839955","0",,,,,,,0,0,0,0
"25","021","411100","5",1500000US250214111005,"250214111005","5",BG,"6932030","35187",,,,,,,0,0,0,0
"25","005","651100","2",1500000US250056511002,"250056511002","2",BG,"157172","0",,,,,,,0,0,0,0
"25","025","100700","5",1500000US250251007005,"250251007005","5",BG,"121300","0",1500000US250251007005,0.985046728971963,0,"535","527","0",0,0,0,52
"25","021","422100","4",1500000US250214221004,"250214221004","4",BG,"782327","0",,,,,,,0,0,0,0
"25","017","351403","2",1500000US250173514032,"250173514032","2",BG,"112625","0",,,,,,,0,0,0,0
"25","025","130200","5",1500000US250251302005,"250251302005","5",BG,"226624","0",1500000US250251302005,0.951092611862643,0,"961","914","0",2,0,2,37
"25","017","351404","2",1500000US250173514042,"250173514042","2",BG,"110086","0",,,,,,,0,0,0,0
"25","027","741102","4",1500000US250277411024,"250277411024","4",BG,"2071353","7005",,,,,,,0,0,0,0
"25","025","180200","4",1500000US250251802004,"250251802004","4",BG,"263498","155844",1500000US250251802004,0.862629246676514,0.115214180206795,"1354","1168","156",0,0,0,0
"25","009","211402","2",1500000US250092114022,"250092114022","2",BG,"2985375","3281",,,,,,,0,0,0,0
"25","027","710800","2",1500000US250277108002,"250277108002","2",BG,"651208","0",,,,,,,0,0,0,0
"25","003","931400","2",1500000US250039314002,"250039314002","2",BG,"67162248","273449",,,,,,,0,0,0,0
"25","005","631600","2",1500000US250056316002,"250056316002","2",BG,"334023","2541",,,,,,,0,0,0,0
"25","009","204300","2",1500000US250092043002,"250092043002","2",BG,"79724","0",,,,,,,0,0,0,0
"25","017","333100","2",1500000US250173331002,"250173331002","2",BG,"955152","3752",,,,,,,0,0,0,0
"25","025","081800","1",1500000US250250818001,"250250818001","1",BG,"130517","0",1500000US250250818001,0.0937178166838311,0.45005149330587,"971","91","437",2,2,0,114
"25","017","339400","1",1500000US250173394001,"250173394001","1",BG,"274026","25734",,,,,,,0,0,0,0
"25","025","100900","2",1500000US250251009002,"250251009002","2",BG,"136337","0",1500000US250251009002,0.281150159744409,0.506389776357827,"626","176","317",0,0,0,207
"25","023","511500","3",1500000US250235115003,"250235115003","3",BG,"243930","0",,,,,,,0,0,0,0
"25","009","262100","1",1500000US250092621001,"250092621001","1",BG,"606124","0",,,,,,,0,0,0,0
"25","021","422200","2",1500000US250214222002,"250214222002","2",BG,"1939097","325",,,,,,,0,0,0,0
"25","021","417501","4",1500000US250214175014,"250214175014","4",BG,"213799","0",,,,,,,0,0,0,0
"25","015","821700","3",1500000US250158217003,"250158217003","3",BG,"1138096","2385",,,,,,,0,0,0,0
"25","025","030300","2",1500000US250250303002,"250250303002","2",BG,"153031","0",1500000US250250303002,0.783993783993784,0.11033411033411,"1287","1009","142",10,5,2,660
"25","005","640600","1",1500000US250056406001,"250056406001","1",BG,"164726","0",,,,,,,0,0,0,0
"25","025","082000","3",1500000US250250820003,"250250820003","3",BG,"112981","0",1500000US250250820003,0.0998498498498498,0.484984984984985,"1332","133","646",3,3,0,187
"25","027","736500","1",1500000US250277365001,"250277365001","1",BG,"1112916","0",,,,,,,0,0,0,0
"25","009","266300","3",1500000US250092663003,"250092663003","3",BG,"1250297","101014",,,,,,,0,0,0,0
"25","027","703200","1",1500000US250277032001,"250277032001","1",BG,"1574867","424393",,,,,,,0,0,0,0
"25","005","650600","1",1500000US250056506001,"250056506001","1",BG,"215670","34063",,,,,,,0,0,0,0
"25","017","310300","4",1500000US250173103004,"250173103004","4",BG,"131206","0",,,,,,,0,0,0,0
"25","023","511200","3",1500000US250235112003,"250235112003","3",BG,"360391","0",,,,,,,0,0,0,0
"25","009","250700","1",1500000US250092507001,"250092507001","1",BG,"359707","6701",,,,,,,0,0,0,0
"25","013","802400","4",1500000US250138024004,"250138024004","4",BG,"700439","51973",,,,,,,0,0,0,0
"25","009","209200","1",1500000US250092092001,"250092092001","1",BG,"1590989","1353",,,,,,,0,0,0,0
"25","023","503102","5",1500000US250235031025,"250235031025","5",BG,"3156359","0",,,,,,,0,0,0,0
"25","001","990000","0",1500000US250019900000,"250019900000","0",BG,"0","2135828878",,,,,,,0,0,0,0
"25","005","632100","4",1500000US250056321004,"250056321004","4",BG,"1824655","21544",,,,,,,0,0,0,0
"25","005","645103","2",1500000US250056451032,"250056451032","2",BG,"7021347","6313",,,,,,,0,0,0,0
"25","021","422200","6",1500000US250214222006,"250214222006","6",BG,"896576","0",,,,,,,0,0,0,0
"25","017","357200","1",1500000US250173572001,"250173572001","1",BG,"388548","48597",,,,,,,0,0,0,0
"25","017","369100","2",1500000US250173691002,"250173691002","2",BG,"630487","0",,,,,,,0,0,0,0
"25","023","510800","1",1500000US250235108001,"250235108001","1",BG,"173109","0",,,,,,,0,0,0,0
"25","027","731400","1",1500000US250277314001,"250277314001","1",BG,"95579","0",,,,,,,0,0,0,0
"25","023","521102","2",1500000US250235211022,"250235211022","2",BG,"1213032","1230",,,,,,,0,0,0,0
"25","005","644200","6",1500000US250056442006,"250056442006","6",BG,"903837","1488",,,,,,,0,0,0,0
"25","025","061000","2",1500000US250250610002,"250250610002","2",BG,"50911","0",1500000US250250610002,0.27567140600316,0.480252764612954,"1266","349","608",1,0,1,113
"25","025","060800","3",1500000US250250608003,"250250608003","3",BG,"65246","0",1500000US250250608003,0.837181044957473,0,"823","689","0",0,0,0,47
"25","017","356300","3",1500000US250173563003,"250173563003","3",BG,"136480","0",,,,,,,0,0,0,0
"25","023","511600","4",1500000US250235116004,"250235116004","4",BG,"538970","3623",,,,,,,0,0,0,0
"25","025","000701","1",1500000US250250007011,"250250007011","1",BG,"32803","0",1500000US250250007011,0.712858926342072,0.0249687890137328,"801","571","20",0,0,0,45
"25","025","040401","2",1500000US250250404012,"250250404012","2",BG,"312222","26534",1500000US250250404012,0.819593787335723,0.032258064516129,"837","686","27",6,2,4,168
"25","017","383700","1",1500000US250173837001,"250173837001","1",BG,"1304680","332064",,,,,,,0,0,0,0
"25","023","511600","6",1500000US250235116006,"250235116006","6",BG,"489103","0",,,,,,,0,0,0,0
"25","027","728200","2",1500000US250277282002,"250277282002","2",BG,"865580","0",,,,,,,0,0,0,0
"25","017","341102","3",1500000US250173411023,"250173411023","3",BG,"90270","0",,,,,,,0,0,0,0
"25","027","730300","2",1500000US250277303002,"250277303002","2",BG,"846159","0",,,,,,,0,0,0,0
"25","025","091400","2",1500000US250250914002,"250250914002","2",BG,"148732","0",1500000US250250914002,0.135017421602787,0.553135888501742,"1148","155","635",2,2,0,152
"25","017","342201","2",1500000US250173422012,"250173422012","2",BG,"224417","0",,,,,,,0,0,0,0
"25","017","351404","3",1500000US250173514043,"250173514043","3",BG,"105651","0",,,,,,,0,0,0,0
"25","017","351100","1",1500000US250173511001,"250173511001","1",BG,"163585","0",,,,,,,0,0,0,0
"25","025","101001","3",1500000US250251010013,"250251010013","3",BG,"139166","5844",1500000US250251010013,0,0.952380952380952,"777","0","740",0,0,0,177
"25","005","653101","1",1500000US250056531011,"250056531011","1",BG,"3179338","47202",,,,,,,0,0,0,0
"25","021","403400","3",1500000US250214034003,"250214034003","3",BG,"692656","0",,,,,,,0,0,0,0
"25","017","333502","2",1500000US250173335022,"250173335022","2",BG,"686716","0",,,,,,,0,0,0,0
"25","013","813205","1",1500000US250138132051,"250138132051","1",BG,"3534290","11603",,,,,,,0,0,0,0
"25","017","357100","3",1500000US250173571003,"250173571003","3",BG,"384035","0",,,,,,,0,0,0,0
"25","017","314102","3",1500000US250173141023,"250173141023","3",BG,"810946","3310",,,,,,,0,0,0,0
"25","023","510800","6",1500000US250235108006,"250235108006","6",BG,"210991","0",,,,,,,0,0,0,0
"25","027","732802","3",1500000US250277328023,"250277328023","3",BG,"180192","0",,,,,,,0,0,0,0
"25","001","012602","3",1500000US250010126023,"250010126023","3",BG,"907064","28761",,,,,,,0,0,0,0
"25","025","060800","2",1500000US250250608002,"250250608002","2",BG,"63564","0",1500000US250250608002,0.838961038961039,0.00173160173160173,"1155","969","2",0,0,0,88
"25","021","417902","3",1500000US250214179023,"250214179023","3",BG,"193539","0",,,,,,,0,0,0,0
"25","017","374100","3",1500000US250173741003,"250173741003","3",BG,"505416","10174",,,,,,,0,0,0,0
"25","025","081900","1",1500000US250250819001,"250250819001","1",BG,"150395","0",1500000US250250819001,0.0110497237569061,0.759116022099448,"905","10","687",2,2,0,270
"25","005","651100","4",1500000US250056511004,"250056511004","4",BG,"171964","0",,,,,,,0,0,0,0
"25","005","642400","3",1500000US250056424003,"250056424003","3",BG,"231562","0",,,,,,,0,0,0,0
